554	516	567	439	476	461	
553	516	566	438	475	460	
554	517	567	439	476	461	
553	516	566	438	475	460	
550	514	564	435	473	458	
539	504	556	430	467	458	
523	487	548	434	472	473	
507	506	556	501	484	475	
581	510	570	527	467	489	
593	539	451	385	487	496	
568	519	46	41	327	471	
556	494	39	36	278	468	
599	509	38	35	330	470	
605	520	38	35	300	403	
579	498	39	36	317	411	
624	528	37	34	330	387	
638	537	37	34	314	435	
647	567	38	34	281	477	
653	569	38	34	352	548	
649	571	39	35	328	564	
656	560	38	35	375	565	
693	620	42	38	349	737	
664	566	37	35	416	620	
686	580	38	35	360	614	
678	582	38	35	398	629	
668	592	39	35	376	629	
693	605	40	36	295	644	
705	612	40	36	332	642	
703	627	41	36	226	634	
701	615	40	36	317	633	
698	582	38	36	437	649	
710	586	38	36	463	653	
699	526	38	36	542	642	
718	548	38	37	526	664	
713	547	38	37	527	657	
681	483	38	37	546	634	
680	532	38	36	491	646	
689	550	38	37	480	643	
704	553	38	37	500	637	
703	513	37	36	530	625	
718	563	38	37	495	638	
711	596	39	36	394	641	
718	577	38	36	454	647	
718	573	38	36	465	639	
682	423	37	36	549	623	
686	484	37	36	549	632	
683	511	37	36	509	638	
682	503	37	36	516	641	
678	498	37	36	526	633	
669	482	36	36	521	616	
658	528	37	35	487	637	
645	492	36	35	525	639	
659	495	36	35	527	626	
639	481	36	35	525	617	
645	481	36	35	520	616	
657	493	36	35	503	610	
660	536	37	35	440	626	
647	563	38	34	298	607	
662	572	38	34	305	585	
662	573	38	34	323	594	
673	605	39	35	309	613	
682	619	42	36	277	613	
695	640	185	45	450	606	
693	651	648	559	543	605	
690	651	666	606	580	624	
697	633	668	611	583	607	
697	637	672	619	586	622	
699	640	680	628	600	636	
694	636	677	625	601	636	
687	645	677	631	610	640	
686	645	677	629	608	640	
688	646	678	628	609	641	
686	645	677	626	608	639	
686	645	678	625	608	640	
686	645	677	624	608	639	
684	644	677	622	607	638	
685	645	678	621	607	639	
682	644	676	620	606	638	
684	645	677	620	606	639	
683	644	677	618	606	638	
682	644	677	618	605	638	
683	645	676	618	605	639	
682	644	676	616	604	638	
684	645	676	615	604	640	
