626	573	638	591	573	601	
627	574	638	591	573	603	
628	574	638	591	574	603	
626	573	638	591	573	602	
628	575	639	592	574	603	
627	574	638	591	573	602	
628	575	639	592	574	604	
628	575	639	592	574	603	
627	574	638	592	574	603	
629	575	639	592	575	604	
627	575	639	592	574	602	
631	577	640	593	575	604	
631	577	641	595	577	606	
619	565	639	588	568	597	
65	49	64	61	129	240	
151	99	189	70	101	84	
65	53	59	49	48	47	
76	59	64	53	53	56	
58	56	89	54	76	131	
66	55	63	49	49	50	
67	51	43	38	48	46	
176	68	35	32	49	46	
129	65	32	30	50	49	
59	51	28	27	46	46	
120	54	28	28	45	43	
100	53	28	28	45	43	
61	49	28	28	45	45	
56	49	28	28	45	44	
56	51	28	28	46	43	
97	54	28	28	47	45	
98	55	28	27	48	44	
101	52	28	27	46	44	
175	55	28	27	46	46	
197	122	29	27	49	47	
208	72	29	27	49	49	
269	127	29	28	51	51	
348	219	30	28	51	50	
52	52	28	28	53	63	
55	49	28	27	51	53	
56	50	28	28	56	74	
55	49	28	28	76	166	
57	48	28	28	56	119	
50	54	28	28	52	81	
53	55	29	28	46	133	
55	58	29	28	54	108	
54	53	28	28	52	77	
55	53	29	28	62	122	
60	64	29	28	168	236	
62	63	29	28	144	191	
168	111	29	28	74	107	
160	135	29	28	56	84	
134	95	29	28	50	82	
229	157	30	28	41	64	
209	95	29	28	43	49	
193	171	29	28	53	54	
227	155	29	28	59	55	
143	161	29	28	56	58	
243	221	30	29	74	85	
197	135	30	28	78	91	
289	201	30	29	67	58	
170	100	29	28	52	50	
262	165	29	28	43	46	
154	106	30	27	34	47	
67	57	29	27	34	45	
150	110	29	28	37	46	
135	54	29	28	45	48	
243	95	29	28	49	51	
188	67	28	28	48	48	
105	57	28	27	50	47	
123	70	28	28	57	53	
167	63	28	27	51	47	
130	60	28	27	45	49	
107	58	28	28	43	54	
187	87	28	27	47	52	
220	102	28	27	43	46	
237	206	29	28	43	57	
219	166	28	28	50	49	
297	207	28	28	49	51	
371	312	29	28	46	54	
281	252	29	28	47	64	
315	247	29	28	44	50	
242	196	28	27	49	48	
197	148	28	27	41	45	
91	64	40	27	28	45	
57	57	32	27	32	47	
57	59	30	27	34	44	
145	84	28	27	45	46	
186	112	28	27	45	49	
238	139	29	28	53	50	
359	229	29	28	61	57	
334	197	29	28	61	55	
290	138	29	28	53	52	
263	114	29	27	46	46	
319	215	30	28	43	52	
206	135	29	28	60	61	
275	161	29	27	47	47	
192	132	30	28	36	50	
248	192	30	28	36	51	
267	206	29	28	41	54	
308	244	29	28	48	50	
334	246	30	28	52	61	
358	266	30	29	54	67	
352	267	29	28	51	54	
345	274	30	28	41	53	
354	281	31	28	32	49	
391	221	33	28	29	46	
461	333	33	29	32	51	
400	313	30	28	39	48	
387	314	29	28	48	46	
411	321	29	28	48	47	
417	327	30	28	48	46	
421	340	29	28	48	46	
453	374	30	28	51	47	
506	388	30	28	47	44	
584	482	31	28	44	43	
555	442	30	28	45	44	
522	425	30	28	47	44	
536	430	30	28	45	44	
496	396	30	28	45	43	
511	412	30	28	46	44	
540	410	30	28	45	43	
566	436	33	28	34	43	
584	468	36	28	31	42	
570	467	34	28	35	42	
556	453	31	28	40	41	
557	441	30	28	45	43	
568	477	31	28	43	44	
565	443	30	28	46	43	
569	462	31	28	46	42	
555	407	30	28	51	44	
510	397	30	28	48	44	
540	433	30	28	51	44	
580	458	31	29	47	45	
599	472	31	29	48	47	
637	513	32	30	54	52	
626	509	32	30	50	58	
628	495	34	29	37	48	
650	513	35	29	35	45	
634	469	32	29	47	43	
593	441	32	29	54	45	
605	451	32	29	54	46	
635	488	32	29	50	46	
636	500	34	29	36	45	
642	494	32	29	56	45	
594	463	32	29	60	48	
580	442	32	29	98	50	
489	377	31	28	63	54	
397	297	30	28	121	58	
330	210	30	28	65	52	
401	185	29	27	45	45	
361	151	29	27	45	43	
394	200	29	28	46	43	
83	48	31	30	44	42	
986	173	36	31	43	43	
997	116	33	29	44	45	
990	58	34	29	43	45	
982	118	34	29	45	44	
593	52	31	28	46	45	
469	48	31	28	44	44	
672	48	32	28	45	46	
955	57	34	29	44	45	
984	301	42	31	46	44	
49	47	29	28	45	43	
79	52	28	27	46	42	
448	274	30	27	44	45	
428	299	30	28	46	43	
387	243	29	28	46	44	
425	272	30	28	48	44	
494	332	30	28	51	45	
421	245	30	28	47	45	
345	191	29	28	49	45	
434	277	30	28	47	44	
535	378	30	28	50	44	
589	425	31	29	53	45	
507	372	31	28	46	48	
521	415	34	29	37	54	
541	405	34	29	35	50	
569	418	32	29	41	52	
582	475	33	30	41	58	
644	542	41	31	35	82	
657	560	272	41	50	77	
663	579	527	248	253	118	
636	580	607	519	482	475	
612	576	611	536	523	535	
613	576	611	536	520	533	
612	575	610	538	521	534	
612	575	610	538	520	534	
612	575	610	538	521	534	
611	575	609	537	520	532	
612	575	610	538	520	533	
610	575	609	538	519	532	
610	575	609	537	519	532	
