50	51	66	61	173	225	
65	55	60	47	49	49	
281	239	293	172	183	200	
361	339	392	300	342	349	
430	388	392	307	330	298	
244	256	346	262	301	341	
62	154	317	333	402	462	
60	177	307	318	413	487	
55	153	299	92	381	475	
52	65	277	182	420	518	
310	338	365	47	272	468	
161	291	357	50	379	497	
52	57	57	33	380	473	
964	50	29	28	319	498	
950	50	28	29	335	505	
955	50	28	28	326	485	
949	49	28	28	325	492	
623	47	29	29	48	496	
535	47	28	29	144	477	
319	49	28	28	228	457	
187	47	28	28	47	402	
48	53	29	28	54	390	
63	49	28	28	48	286	
53	53	29	29	100	388	
58	49	28	28	218	370	
68	47	28	28	109	252	
55	61	30	28	40	157	
153	180	30	29	46	332	
274	231	31	30	174	389	
164	152	31	30	51	383	
156	182	31	29	51	340	
269	209	31	30	55	301	
300	272	32	30	41	344	
323	233	31	29	242	241	
464	356	31	30	140	256	
479	402	32	30	46	354	
401	330	31	30	198	335	
322	310	31	30	272	336	
367	303	32	30	196	390	
451	358	32	30	395	440	
441	361	32	30	404	444	
421	353	32	30	377	450	
485	419	38	31	32	420	
481	415	40	31	32	435	
457	406	34	31	36	436	
479	445	34	31	38	444	
610	541	44	31	31	362	
520	465	267	31	31	346	
470	461	45	31	31	330	
446	448	47	31	31	376	
298	296	278	29	29	193	
467	429	264	31	31	327	
459	439	34	31	37	294	
512	479	47	31	32	354	
464	464	400	31	31	352	
521	471	50	32	32	447	
484	480	41	31	33	456	
494	471	42	31	32	464	
539	506	39	32	34	466	
436	411	34	31	40	444	
431	409	35	31	42	418	
470	435	38	32	37	445	
553	476	36	32	42	405	
547	440	33	32	352	430	
546	464	34	32	293	427	
566	461	34	32	317	425	
476	380	33	32	345	389	
532	399	33	32	347	373	
607	467	34	32	280	352	
507	361	33	31	354	366	
500	330	32	31	385	383	
532	176	32	31	316	278	
543	45	32	32	243	182	
342	30	31	61	166	134	
502	40	32	33	207	86	
587	41	33	33	239	59	
576	39	33	33	195	51	
176	33	29	30	52	49	
443	154	31	29	61	49	
515	45	31	29	57	47	
422	43	30	28	49	43	
622	349	31	29	46	43	
587	442	32	29	59	47	
614	387	32	30	151	49	
519	340	31	29	152	51	
50	51	28	28	90	133	
230	175	29	29	143	179	
577	428	32	30	167	62	
410	335	30	29	187	132	
50	48	28	28	228	280	
495	335	32	31	381	405	
479	186	32	31	322	325	
513	42	32	32	362	336	
513	42	32	33	380	364	
496	280	32	31	369	348	
498	426	35	49	398	345	
540	449	509	434	368	344	
510	448	487	460	383	395	
506	446	495	461	372	387	
505	445	495	460	371	387	
506	445	496	461	371	387	
504	445	495	460	370	386	
506	446	496	461	370	387	
505	445	496	460	370	385	
505	446	496	460	370	386	
506	446	496	460	369	385	
